user,stars,comment,info
xaje6crrfs,3,"dây quấn trong hộp sẵn bị dẹp và gãy mạch. Hi vọng shop chú ý lại phần này, vì mạch dây bị cấn thế này rất dễ hỏng tai nghe.",2023-12-16 14:58 | Phân loại hàng: MẦU TRẮNG
v*****8,3,Ta nói mới nhận mà nó nứt như làn da nứt nẻ vào mùa đông á chớ 🥹🙂,2025-02-27 17:10 | Phân loại hàng: MẦU TRẮNG
t*****l,3,"Nghe ở mức tạm ổn so với giá, nhueng tai này fdeo hơi đau tai",2024-03-11 13:21 | Phân loại hàng: MẦU TRẮNG
duongmkvip1,3,Tai nghe bình thường nghe chống cháy thôi chất âm đúng tai nghe rẻ tiền,2023-03-28 13:09 | Phân loại hàng: MẦU TRẮNG
bngphn019,3,"Tay nghe nghe ổn, bass chưa đủ wow, nói chung ổn trong tầm giá",2025-09-19 17:33 | Phân loại hàng: MẦU ĐEN
vohoangloc1106,3,âm thanh thì ổn nhưng tôi chỉ vừa sử dụng được 3 ngày thì bị như thế này,2023-05-18 20:10 | Phân loại hàng: MẦU TRẮNG
candy.hdtm,3,1 bên tai âm thanh to. 1 bên thì âm thanh bé. Tiền ít cũng ko dám hy vọng cao. Dẫu sao với mức tiền thì mình nghĩ cũng ổn rồi,2023-04-10 09:48 | Phân loại hàng: MẦU TRẮNG
52pnjw1j1u,3,"giao hàng nhanh, âm thanh khá nhỏ, hơi bị ù tai , nghe kiểu chóng mặt nhức đầu luôn á",2024-11-16 11:19 | Phân loại hàng: MẦU ĐEN
nguynngchng994,3,Giao hàng gì mà bể hết của ngta còn đâu mà dùng???,2024-04-10 20:33 | Phân loại hàng: MẦU TRẮNG
l*****3,3,"Nút tăng giảm âm lượng trên tai nghe không hoạt động, dùng tạm thôi ạaa",2023-11-21 08:19 | Phân loại hàng: MẦU TRẮNG
tmd9696,3,"Đeo đau tai vì to, thi thoảng bị chập chờn phải rút ra cắm lại. Nhưng vì rẻ nên không mong chờ nhiều. Bực mình nhất là giao tiếu hàng nhưng nhắn không rep, không có trạng thái xin lỗi khách hay gì cả.",2024-10-22 10:57 | Phân loại hàng: MẦU TRẮNG
chien71090,3,"Ổn so với giá thành, mua tai màu trắng nhưng shop gửi màu đen",2023-12-02 16:02 | Phân loại hàng: MẦU ĐEN
vothithuha2001,3,"Nút tăng nhỏ âm lượng ko dùng đc, nên tự tăng nhỏ trên thiết bị phát nhạc",2023-09-03 10:35 | Phân loại hàng: MẦU ĐEN
p*****4,3,đeo ok nhưng mà nhận hàng bị vỡ hộp nha  nên cũng khong ưng cho lắmm,2024-07-11 18:05 | Phân loại hàng: MẦU ĐEN
a*****o,3,"Tiền nào của nấy thôi nhưng cũng có những nhận xét về sp: có những đoạn bị gãy như trong ảnh kia rất dễ đứt, dây mỏng quá. Chưa nghe thử nên chưa biết âm thanh như nào. Hơi thất vọng khi nhận đc hàng",2023-06-18 10:57 | Phân loại hàng: MẦU ĐEN
l*****_,3,giao hàng khá nhanh giao đúng màu đúng loại dùng cũng ổn cũng oke trong tầm giá tiền hssv,2023-03-13 21:35 | Phân loại hàng: MẦU TRẮNG
minhv332,3,Shop Mall gì kì vậy  vỏ hộp chính hãng mà hàng không có logo hoco luôn bó tay,2024-12-23 17:47 | Phân loại hàng: MẦU TRẮNG
_nganhuyen_,3,Tai nghe ổn lúc mở hành đã thấy vỏ bị xước mà không đc kiểm hàng trước,2024-01-10 20:04 | Phân loại hàng: MẦU TRẮNG
nthanhvu126,3,"Sản phẩm giống hình ảnh quảng cáo Bị rò âm thanh ra ngoài nhiều, như vậy không đảm bảo quyền riêng tư Giá 50k ở shopee là cao rồi",2024-08-13 10:28 | Phân loại hàng: MẦU TRẮNG
tran_dieu_nhi.11,3,"Tai nghe rõ, sắc nét nhưng thiết kế đeo không được thoải mái lắm hơi đau tai dễ tuột (cũng có thể do từng người nữa), cũng đáng để trải nghiệm",2023-02-09 17:00 | Phân loại hàng: MẦU TRẮNG
v*****0,3,hỏng nút tăng giảm âm lượng  dkcj dudbu eiddh ệ eieh diên êibdk,2023-12-31 15:40 | Phân loại hàng: MẦU TRẮNG
realmanhhung,3,tai nghe quấn quá chặt trong hộp có đoạn gấp khúc nên dây bị cong và rất dễ đứt,2024-11-06 09:00 | Phân loại hàng: MẦU ĐEN
c*****k,3,"mua 2 cái hư 1 cái, nhắn tin khiếu nại shop không rep",2024-02-18 14:54 | Phân loại hàng: MẦU ĐEN
namhaimp97,3,"Âm thanh nhỏ, mic nhỏ, cắm vào máy bị rè mic..",2023-09-07 22:49 | Phân loại hàng: MẦU ĐEN
n*****6,3,Giao hàng nhanh giá rẻ đep vừa tai nghe âm thanh ổn nma nói k nghe đc siêu bé siêu tệ k nên mua,2024-09-10 18:48 | Phân loại hàng: MẦU TRẮNG
l*****1,3,"Cuốn gãy cả dây thế này, nút điều chỉnh âm lượng ko dùng được",2025-05-19 11:00 | Phân loại hàng: MẦU TRẮNG
vn0455_20752,3,,2024-04-02 06:50 | Phân loại hàng: MẦU TRẮNG
nd2z93887g,3,"Không kết nối được vào máy tính trong khi tai nghe trc cắm bình thường, âm thang ổn",2022-09-22 10:13 | Phân loại hàng: MẦU TRẮNG
fatmanz126z,3,chắc lượng khi nghe phù hợp với giá tiền nhưng micro để nói thì không khả quan dùng để hát thu âm bị đứt đoạn,2024-04-01 23:59 | Phân loại hàng: MẦU TRẮNG
,3,"Manh: âm thanh tốt nghe ok, dây dài, bền,đẹp Yếu: bass ko đc hay lắm, giao hàng chậm",2024-01-15 14:53 | Phân loại hàng: MẦU ĐEN
thung031,3,Chân cắm bị lỏng shiper để gói hàng ướt sũng nút to nhỏ ko ấn dc chắc ko hợp với sang sung,2023-09-27 17:42 | Phân loại hàng: MẦU TRẮNG
maitran0111,3,"Cũng tạm đc mọi người ạ, kiểu mới này nghe ko đã bằng kiểu cũ, với âm thanh nó bị khó nghe, mic thì tậm tịt ko nghe thấy gì",2024-02-23 11:23 | Phân loại hàng: MẦU TRẮNG
j*****0,3,"Mua cho mẹ xài đỡ, 40k k đòi hỏi gì thêm, nút bấm không bấm tăng giảm âm lượng được, dây mỏng manh",2025-10-13 21:14 | Phân loại hàng: MẦU ĐEN
ilya1806,3,"dây hơi fake mềm mỏng lỏng lẻo ,  mic hơi bé bé , để gần mới rõ  , âm thanh nghe tốt , hay , ko lỏ như mấy tai nghe giá rẻ khác",2024-07-25 17:27 | Phân loại hàng: MẦU ĐEN
t*****2,3,Dùng cho mỗi nghe thì ok. Mic thì hơi bé. Nói bên kia k nghe rõ. Mua dùng tạm thì đc,2023-12-20 17:15 | Phân loại hàng: MẦU TRẮNG
q*****2,3,"Với giá này không đòi hỏi nhiều, âm thanh ổn, miếng lót đen tai nghe không chắc keo bị rớt sau khi đeo. Bạn nào kén tai nghe nên cân nhắc.",2024-12-16 20:58 | Phân loại hàng: MẦU TRẮNG
lonelykid268,3,"Âm thanh ổn nhưng dây mỏng và nhỏ, cắm vào điện thọai chạm vào đầu cắm thì bị rè rè.",2023-09-06 12:46 | Phân loại hàng: MẦU ĐEN
p*****m,3,"Hình ảnh nhận xu. Giao hàng nhanh, đúng mẫu đã đặt, tai nghe dây lỏng, lúc nghe được lúc mất",2023-08-21 14:10 | Phân loại hàng: MẦU TRẮNG
huychau2210,3,"Nghe tạm ổn, giá phù hợp",2024-12-30 18:53 | Phân loại hàng: MẦU ĐEN
vuthaison1411,3,"Với mình thì âm thanh ổn nhưng cách quấn dây trong hộp chán quá. Chất liệu dây cứng, khi quấn vào hộp nhiều chỗ bị gấp, khả năng cao là ngỏm sớm. Có lẽ tiền ít nên hít thế thôi :D",2024-12-16 16:57 | Phân loại hàng: MẦU ĐEN
i3xi_1pz1b,3,"Giao hành nhanh, nhưng chắc vận chuyển nên vỏ hộp bị vỡ, dậy bị dập một đoạn,  Nghe tạm thời bình thường nhưng kb được bao lâu với chỗ dập ấy",2024-02-27 11:59 | Phân loại hàng: MẦU TRẮNG
c*****2,3,"sản phẩn ổn, giao hàng nhanh, giá cả phải chăng, hình ảnh chỉ mang tính chất nhận xu",2025-05-22 11:38 | Phân loại hàng: MẦU TRẮNG
thuphngnguynth523,3,Nghe thử đi mọi ng tiếng của loa bị bé á Tui bật hết cở rồi mới nghe được rõ chút,2023-09-27 12:07 | Phân loại hàng: MẦU TRẮNG
vmt10287,3,Chất lượng hợp với giá,2023-06-11 16:28 | Phân loại hàng: MẦU TRẮNG
rupuzzel_wope,3,"hộp giao đến bẩn kinh, nhưng mà may bên trong ko sao nghe ok nút bấm ổn hãng kiểu j lấy hàng cho khách như móc từ xó nào ra vậy ý ko chỉnh chu j cả",2026-01-05 22:33 | Phân loại hàng: MẦU TRẮNG
planwithttea,3,Ndksisb nsisb ok hsbsh hdksobd  bvcnmxksoaowfu bla,2024-03-07 12:40 | Phân loại hàng: MẦU TRẮNG
z*****u,3,Giá thành ổn tai mà phần tai nghe hơi to nên nghe nhiều thì đau tai ghê luôn,2024-12-14 13:50 | Phân loại hàng: MẦU ĐEN
n*****5,3,"Giao nhanh, phần hộp đựng bị nứt, nghe cũng thích, mà kb có bền k. Nếu hỏng sớm quay lại sửa đánh giá sau. update: tai bên trái tiếng nhỏ hơn bên phải, dự là 1 tuần sau sẽ tịt",2023-06-10 13:40 | Phân loại hàng: MẦU TRẮNG
exguj2j4td,3,"dây mỏng nghe cũng tạm đc   Incoterms là chữ viết tắt của International Commercial Terms. Đây là bộ quy tắc được phát hành bởi phòng Thương mại quốc tế ICC (International Camber of Commerce). Phiên bản được sử dụng nhiều nhất hiện nay là Incoterms 2020.   Tuy nhiên các phiên bản trước đó như Incoterms 2010, Incoterms 2000 vẫn được sử dụng mà không bị vô hiệu. Tùy vào nhu cầu, mục đích của các bên trong giao kết hợp đồng mà lựa chọn sử dụng phiên bản Incoterms phù hợp nhất. Do đó, khi thực hiện ký kết hợp đồng cần ghi rõ phiên bản Incoterms để tránh những rắc rối không đáng có.   Incoterms không phải là luật mà chỉ là bộ quy tắc kinh doanh quốc tế, trở thành tiêu chuẩn toàn cầu. Incoterms phân định rõ ràng quyển, nghĩa vụ, rủi ro của các bên liên quan trong quá trình vận chuyển hàng hóa, từ đó giúp giảm thiểu các tranh chấp và giải quyết các vấn đề mâu thuẫn khi có sự cố xảy ra.",2025-03-22 16:19 | Phân loại hàng: MẦU TRẮNG
nxlong,3,Âm thanh tương ứng giá tiền rẻ,2025-05-09 09:25 | Phân loại hàng: MẦU ĐEN
chimtopt,3,"hang rẻ tiền , nên ko đòi nhiều chất lượng",2024-06-07 11:22 | Phân loại hàng: MẦU ĐEN
vantruong4602,3,dùng được. không đòi hỏi gì hơn trong tầm giá,2023-10-23 12:42 | Phân loại hàng: MẦU TRẮNG
buihoa1421993,3,"Thiết kế đẹp, dây mảnh dễ bị gập, cắm máy tính bị lòng lúc dc lúc ko, âm thanh với lap chán, với điện thoại thì ko biết vì đt mình xài zắc dẹp",2024-11-11 09:10 | Phân loại hàng: MẦU TRẮNG
1*****7,3,Tai nghe tốt hộp giao về hơi cũ shop tư vấn dịch vụ giao hàng nhanh chóng,2025-06-08 06:35 | Phân loại hàng: MẦU TRẮNG
dothiphuongyen,3,"Tai nghe lo cam khong tuong thich voi may, luc duoc luc ko rat kho chiu",2026-01-05 00:10 | Phân loại hàng: MẦU ĐEN
thanhhp22,3,Đã nhận hàng nhưng hàng tốt nhưng cũ quá shop,2023-04-19 11:13 | Phân loại hàng: MẦU TRẮNG
n*****1,3,Giao hàng chậm. Sản phẩm chưa xài nên chưa biết ra saoppppppp,2024-05-12 16:23 | Phân loại hàng: MẦU TRẮNG
vayvonnb,3,"Báo bì ổn mà dùng ko đc thoài mai, đau tai, thôi dùng tạm",2025-07-27 04:26 | Phân loại hàng: MẦU ĐEN
d*****p,3,"Phần tai nghe bị to, mk đeo bị đau tai 🫠🫠🫠",2025-08-15 22:27 | Phân loại hàng: MẦU TRẮNG
nghiemanhvu,3,Tai nghe chất lượng chỉ bằng tai nghe 20k,2023-06-22 09:03 | Phân loại hàng: MẦU TRẮNG
hangtran06081986,3,Chưa biết nghe có ổn ko?? Nhưng thấy cái hộp bị vỡ là đã ko có cảm tình rồi,2023-07-25 18:01 | Phân loại hàng: MẦU TRẮNG
phamthhuyen,3,Tai nghe để trong hộp nên bị gập một số đoạn nhưng nghe vẫn ổn ạaaaa,2023-05-19 00:31 | Phân loại hàng: MẦU TRẮNG
huuthang_1704,3,Chê nha má bên nghe bên hong nha đc cái đóng gói củng dễ thg,2024-05-30 16:57 | Phân loại hàng: MẦU ĐEN
nguyendung2mm,3,Tiền nào của đó. Nghe chống điếc đc,2023-04-12 20:55 | Phân loại hàng: MẦU TRẮNG
mhpt1312,3,tai nghe mau hư lắm nha nhưng vì giá rẻ dùng tạm nên vẫn chấp nhận được,2026-01-01 12:04 | Phân loại hàng: MẦU TRẮNG
l*****d,3,"Quay lại sửa comment nè, mới đeo được khoảng 2 tuần thì hỏng 1 bên tai =))))",2023-08-31 08:35 | Phân loại hàng: MẦU TRẮNG
,3,"Sản phẩm tốt hơi bị lỏng tai bên phải dây ko đc chắc chắn lắm, âm thanh tốt  Hình ảnh và video chỉ mang tính chất nhận xu",2023-01-30 15:54 | Phân loại hàng: MẦU ĐEN
s*****9,3,"Shop đóng gói cực kì sơ sài, chỉ có một lớp giấy bọc bên ngoài. Hộp đựng thì bóp méo, rất đáng lo ngại chất lượng sản phẩm.",2025-12-15 21:07 | Phân loại hàng: MẦU TRẮNG
nammeo32,3,Nhận hàng và kiểm tra không kỹ đến khi ngồi lại thì thấy bị như vậy . Có thể là hàng 59k nên không hy vọng gì nhiều . Tính để 1 sao mà thôi 3sao để công ty sau này cải thiện,2023-06-26 15:21 | Phân loại hàng: MẦU TRẮNG
vinh96cv,3,Chất lượng bình thường tạm ổn,2025-06-01 13:44 | Phân loại hàng: MẦU ĐEN
vs99u_i9zd,3,"Đánh giá lại: sau một ngày sử dụng. Sau một ngày nghe thì thấy âm thanh, dây... cũng không hơn gì cái tai nghe khác trước đó mua 30k (cái này hơn 60k), dây còn có phần ọp ẹp hơn. Cái hộp đựng tai nghe thì nsx tiết kiệm đến từng milligram nhựa cho nên làm vừa khít... Thành ra sau một ngày sử dụng thì rất khó để có thể nhét vừa trở lại... Chung quy 3 sao. Nếu được chọn lại: Sẽ không mua. -- Mọi thứ đều ổn. Nhưng cho 4* vì cái nắp hộp đựng tai nghe (nhựa trong suốt) làm yếu quá. Vừa mở tai nghe lần đầu mà sơ ý (vì không biết làm nó yếu) nên nó đã nứt mất rồi.  Gia cố bằng loại nhựa tốt hơn chút thì tốt.  AE khác lưu ý nhẹ tay khi mở lần đầu để tránh bị như mình.",2026-01-13 22:49 | Phân loại hàng: MẦU ĐEN
linhhoanb,3,Nó khá to so với chiếc tai của nam thanh niên 24t  Hơi khó chịu khi đeo,2024-07-01 16:07 | Phân loại hàng: MẦU TRẮNG
ninhvanthanh96,3,,2025-10-15 07:53 | Phân loại hàng: MẦU TRẮNG
nch0vkhsqa,3,"Tai nghe ổn , nhưng đóng gói sơ sài , nên hộp đựng tai nghe có vết nứt, thời gian giao hàng không nhanh lắm",2025-02-21 12:04 | Phân loại hàng: MẦU ĐEN
t*****0,3,"Phần tai nghe khá to nên không lọt vừa lỗ tai mình. Âm thanh ở mức vừa phải, mình đánh giá khó mà nhét được tai và đeo lâu sẽ thấy khó chịu. Không recommend mua mẫu này",2025-06-21 13:42 | Phân loại hàng: MẦU ĐEN
lanhuongnguyen724,3,,2025-06-07 23:04 | Phân loại hàng: MẦU TRẮNG
m*****8,3,Tai nge nhìn đẹp oke đó mà âm thanh lạ lắm nghe không mượt lắm tiền nào của đó,2024-11-03 07:17 | Phân loại hàng: MẦU TRẮNG
l*****3,3,"Tai nghe dùng oke nha, cơ mà mắc cái bị hỏng mic nói ko đc, mình mua về mấy hôm toàn nghe nhạc thôi, đến lúc lấy gọi điện thì nói ngta ko nghe mới bt",2024-11-20 21:03 | Phân loại hàng: MẦU ĐEN
nhat_phat_94,3,"Tai nghe to quá so với lỗ tai, nghe lâu bị đau tai",2023-05-30 08:35 | Phân loại hàng: MẦU TRẮNG
j*****1,3,"Chất lượng đi đôi giá tiền , nghe chán , nhưng cũng k đòi hỏi hơn đx","2025-04-06 14:18 | Phân loại hàng: MẦU ĐEN, MẦU TRẮNG"
k9ctykbiuz,3,dùng tạm th ae your phone call him tomorrow to confirm his birthday,2025-05-25 09:07 | Phân loại hàng: MẦU TRẮNG
peheo.tay.tay.shop,3,Tại nghe. Nge ok.giao hàng chậm.phần giây bị gãy khúc nhiều.,2024-03-29 23:50 | Phân loại hàng: MẦU TRẮNG
huynanhnguyn648,3,"Bước 1. Bắt đầu từ phần tử đầu tiên của danh sách.  Bước 2. Kiểm tra xem phần tử đó có bằng giá trị tìm kiếm hay không. Nếu có, trả về vị trí của phần tử đó trong danh sách.  Bước 3. Nếu phần tử hiện tại không bằng giá trị tìm kiếm, di chuyển đến phần tử tiếp theo trong danh sách và tiếp tục kiểm tra cho đến khi tìm thấy giá trị tìm kiếm hoặc đã kiểm tra hết tất cả các phần tử trong danh sách.",2024-02-26 20:34 | Phân loại hàng: MẦU TRẮNG
n*****_,3,Tai nghe chỉ nghe đc nhỏ còn khi bật âm lượng vừa thì bên ngoài cx nghe thấy 😃 ngoài ra lúc di chuyển ổ cắm sẽ có tiếng rè rè 🥹,2024-11-03 11:47 | Phân loại hàng: MẦU ĐEN
f*****8,3,"Dùng thử nhưng lúc dc lúc không, chán",2025-01-06 17:39 | Phân loại hàng: MẦU ĐEN
h*****e,3,"dùng mấy lần trc oke nma mất, đợt này mua xong chưa gì đã hỏng rùi, khá bùn",2024-11-05 23:53 | Phân loại hàng: MẦU TRẮNG
quanghuyyyyyyyyyyyyy,3,"Nghe ok, nhưng cắm trên pc kh tăng âm lượng bằng nút cơ ở tai nghe đc",2025-05-16 06:57 | Phân loại hàng: MẦU ĐEN
n.t.k777,3,Không biết tùy từng tai thế nào chứ tai của mình tai phải bị to hơn tai trái. Nghe như bị điếc tái trái,2023-03-06 21:14 | Phân loại hàng: MẦU TRẮNG
b4o1mcox6_,3,Hình ảnh và video chỉ mang tính chất nhận xu shopee,2025-09-09 11:46 | Phân loại hàng: MẦU ĐEN
kimnganvu1000,3,"Gói hàng ẩu quá, chỉ có một lớp giấy bọc bên ngoài, hàng bên trong về đến tay thì cái hộp đựng tai nghe bị nứt một vết",2025-08-24 11:39 | Phân loại hàng: MẦU TRẮNG
h*****8,3,Cái này cắm vô máy tính t ko đc cắm đc ở đt thôi nma t rất cần 1 cái để cắm một,2025-07-16 11:30 | Phân loại hàng: MẦU TRẮNG
gaconh,3,,2024-12-03 09:04 | Phân loại hàng: MẦU TRẮNG
minsuh,3,mình mua lần đâu nhưng mà nghe được 3 hôm thì đầu phần cắm bị lỗi nghe được còn 1 bên,2024-12-26 08:22 | Phân loại hàng: MẦU TRẮNG
pokedoremon11,3,"shop giao rất lâu đợi nhắn nói mới chịu vận chuyển, xong ib riêng không thèm trả lời khách rất là khó chịu",2023-07-07 02:27 | Phân loại hàng: MẦU ĐEN
t*****i,3,"thấy cũng ok th mn, kh hiểu sao được mấy tuần thì một bên tai nghe tiếng nó bị nhỏ lắm 🥲",2023-11-11 05:47 | Phân loại hàng: MẦU TRẮNG
quynhnguyen_1006,3,"Dây mỏng lắm mn cân nhắc mua, rất dễ đứt nếu cứ cuốn ra vào nhiều lần",2025-09-05 23:43 | Phân loại hàng: MẦU ĐEN
kim_quy2k4,3,"Hình ảnh chỉ mang tính chất minh họa, mẹ mình dùng được mấy ngày lại thấy nó đủ thứ vấn đề rồi luôn ý",2023-07-13 14:51 | Phân loại hàng: MẦU TRẮNG
n*****0,3,"Đóng gói tệ, tai nghe nhạc lọt ra ngoài nhièue",2025-03-30 20:41 | Phân loại hàng: MẦU TRẮNG
hoaithu1103,3,"đóng goi ko cẩn thận, trầy hết 2 cái",2025-10-02 08:37 | Phân loại hàng: MẦU ĐEN
dfn5u94h77,3,Sp này mình đã mua lần 2 nhưng dùng khoảng 1 tháng thì sản phẩm sẽ bị hỏng,2025-08-09 18:22 | Phân loại hàng: MẦU TRẮNG
lieumongtuyen1994,3,Tai nghe bị lỗi. phải bấm và giữ nút trên tai nghe mới nghe được âm thanh,2025-09-17 06:38 | Phân loại hàng: MẦU TRẮNG
quanghuy06.12_2006,3,cũng ổn nhưng đặt màu đen shop lại ship về màu trắng…,2024-08-30 15:05 | Phân loại hàng: MẦU ĐEN
n*****1,3,"Shop giao nhầm màu, đặt màu đen nhưng giao màu trắng. Nhắn cho shop shop chỉ bảo thông cảm chứ chưa thật sự nhiệt tình lắm",2024-09-01 01:21 | Phân loại hàng: MẦU ĐEN
hinhkimpp,3,Dây tai nghe tệ...giống hàng đểu nhiều hơn là chính hãng,2022-12-27 10:59 | Phân loại hàng: MẦU TRẮNG
c*****m,3,Mở ra mà hoảng luôn ấy cái hộp nứt hơn cái gì nữa,2025-06-30 12:57 | Phân loại hàng: MẦU TRẮNG
39ltrnkhtrn,3,,2024-11-25 17:03 | Phân loại hàng: MẦU TRẮNG
tieenthuy792,3,"K dùng ổn, nếu muốn thì có thể còn nếu chx thích thì nên suy nghĩ lại",2026-01-08 14:16 | Phân loại hàng: MẦU ĐEN
dtanh84,3,Dây mỏng manh quá,2025-10-19 15:21 | Phân loại hàng: MẦU ĐEN
g43v4p8z_o,3,"Tại nghe dây khá là nhỏ rất dễ đứt, tiếng rất to đeo lâu có thể ảnh hưởng đến chức năng nghe. Âm thanh ch được sống động lắm âm cao và âm thấp ch rõ. Với giá như thế chày thì chỉ nên mua thử thôi chứ đừng đeo nhiều",2024-03-18 10:08 | Phân loại hàng: MẦU TRẮNG
linh097615u47,3,Tai nghe nghe nhạc xem phim thì ok nhưng gọi điện thì đầu bên kia không bắt được mic của mình cho dù đã để sát bên miệng rồi cố tình nói to vào,2023-10-23 13:01 | Phân loại hàng: MẦU TRẮNG
mua_it_thoi,3,Giăc cắm k thuận vào lỗ tai nên hơi đau tai  Âm thâm k êm lắm,2024-06-01 09:04 | Phân loại hàng: MẦU ĐEN
dongtai,3,"Tiền nào của đó thôi, chất lượng hocco giờ đi xuống quá, thiết kế hơi to, đeo bị đau, âm thỳ cũng không hay lắm",2025-11-13 19:03 | Phân loại hàng: MẦU ĐEN
ngocdbt,3,"tai đeo ko thoải mái, ko vừa với tai. thiết kế tai nghe chưa tốt.",2024-11-13 21:07 | Phân loại hàng: MẦU TRẮNG
nguyennam210599,3,"Nghe to rõ, nhưng thu âm chậm chờn",2024-08-15 19:20 | Phân loại hàng: MẦU TRẮNG
t*****g,3,"Của rẻ nên cũng không đánh giá cao được. Âm thanh nghe không hay. Dây nối có vẻ chập chờn, có lúc chỉ nghe được 1 bên dù vừa mới mua",2025-08-30 08:08 | Phân loại hàng: MẦU ĐEN
liencute2005,3,nghe ổn nhưng mic nhỏ,2024-09-29 19:50 | Phân loại hàng: MẦU ĐEN
c*****e,3,mua màu đen nhưng giao màu trắng,2024-09-17 12:21 | Phân loại hàng: MẦU ĐEN
phuong_thanh12122330,3,Trông giống như sắp hỏng,2024-10-18 15:31 | Phân loại hàng: MẦU TRẮNG
phucphamdinh344,3,dây mỏng manh như hàng fake . 🤣🤣 nhug tiền nào của nấy,2023-11-24 10:19 | Phân loại hàng: MẦU TRẮNG
rw3adrsa9o,3,"Một bên tai bị hư ròi, tính sao đây -.-",2025-10-31 16:33 | Phân loại hàng: MẦU ĐEN
c*****1,3,đóng gói siêu cẩu thả,2025-05-12 00:57 | Phân loại hàng: MẦU TRẮNG
q*****6,3,"given as option B according to the multiple-choice format provided. However, option B has a strikethrough, which typically indicates that it is incorrect or not to be chosen. Assuming this is an error in the question formatting",2024-10-11 12:42 | Phân loại hàng: MẦU TRẮNG
nhunhnh478,3,Hư một bên lúc nghe lúc không nghe,2024-09-17 15:49 | Phân loại hàng: MẦU TRẮNG
thanhthuy_.131202,3,Đóng gói hàng dở tệ,2025-08-15 15:52 | Phân loại hàng: MẦU ĐEN
littlegirl_1010,3,Mình đánh giá chất lượng dịch vụ chưa ok lắm,2025-11-27 23:09 | Phân loại hàng: MẦU TRẮNG
minhlh81,3,"chọn màu đen- gửi màu trắng,",2023-01-18 15:07 | Phân loại hàng: MẦU ĐEN
yuddl,3,Nghe đau hết cả đầu khuyên mn k nên mua,"2025-12-17 13:56 | Phân loại hàng: MẦU ĐEN, MẦU TRẮNG"
trungvd4386,3,Mic rè,2024-01-09 13:39 | Phân loại hàng: MẦU ĐEN
