user,stars,comment,info
haikz,1,"Cách đây 2 năm có mua một mẫu không rõ Shop nào nghe ok, nhưng nay mua lại mã tiêu đề là H17, nhưng lại giao M101Max, nhắn thì shop ko trả lời. Nghe vẻ có nhiều Đánh giá Seeding.... Không mua lại !  Ngày 9/10/2024 Shop vẫn chưa trả lời.",2024-10-09 14:24 | Phân loại hàng: MẦU TRẮNG
dfdsaf773,1,"Hàng hỏng không hoạt động , nhắn tin shop không hỗ trợ , lừa đảo",2025-06-21 13:42 | Phân loại hàng: MẦU TRẮNG
vttrang0809,1,"giao 2 lần thì lần 1 sai hàng, lần 2 lỗi k nghe dc với bị như ảnh?",2024-09-04 19:36 | Phân loại hàng: MẦU TRẮNG
ztv5jy982h,1,2 tai nghe cùng phân khúc tiền nhưng tai nghe của hoco nghe rè mà tệ kinh khủng. Thà k đeo còn hơn ý. Đeo vào mà k buồn nghe luôn 😌,2025-07-03 14:57 | Phân loại hàng: MẦU ĐEN
b*****o,1,"Tôi mua 2 cái, shop đóng gói thiếu 1 cái đã hoàn tiền rồi nhưng cái còn lại bị lỗi cũng không dùng được. Nó bị kẹt nút +/-, ấn 1 lần + hoặc - là nó tăng hoặc giảm một mạch hết cỡ luôn.  Liên hệ shop thì shop hỏi địa chỉ và SĐT để đổi cho nhưng chờ mấy hôm không thấy gì. Đến hôm nay hỏi lại thì shop nói mình qua cửa hàng để check?  Cái tai nghe giá vài chục ngàn mà khiến khách hàng mất công và có trải nghiệm tệ như vậy thì shop nên xem lại chất lượng dịch vụ đi nhé!",2024-02-26 13:30 | Phân loại hàng: MẦU TRẮNG
nam.bbabydayyy,1,"giao hàng tới , bóc sản phẩm ra sản phẩm vỡ hộp , nứt xung quanh",2023-10-01 13:00 | Phân loại hàng: MẦU TRẮNG
t*****4,1,"Các bạn mua hàng nên cẩn thận, vì khi gặp vấn đề gì shop này sẽ từ chối trách nhiệm đổi trả hay giải thích mình đã mua gần đây tai nghe bị lỗi bên to bên nhỏ và khi nhắn tin hỏi thì shop trả lời đại khái và mất tăm luôn ko nói gì lại với khách hàng",2023-08-06 20:16 | Phân loại hàng: MẦU ĐEN
mtonuwubnh,1,"Tiền nào của nấy mấy bạn ơi, tai nghe tuy rẻ nhưng chất lượng như cái đb, dùng đc một xíu là ko nghe được dùng 1, 2 tháng thì hỏng cái mic ko nghe được. T dùng rất giữ, mấy tháng dùng ko va đập phá hoại gì. Không nên mua!!!!",2025-07-16 18:32 | Phân loại hàng: MẦU TRẮNG
plc8tchq9q,1,SHOP LỪA ĐẢO  Order jack 3.5 mà lại ship type c. Inbox shop ko reply 1 câu. Sản phẩm hỏng 1 bên ko nghe được Hình ảnh mình để đây để mọi người lưu ý né cái SHOP LỪA ĐẢO này ra,2024-09-22 14:48 | Phân loại hàng: MẦU TRẮNG
trang123456789mai,1,Mic đều. Nói người khác nghe ko được và mình nghe cũng ko được. Nhắn tin shop ko tl. Ko muốn khẩu nghiệp nhưng để lại đánh giá xấu ở đây để người khác cân nhắc. Mua shoppe mall còn bị hàng dởm.,2024-02-26 14:40 | Phân loại hàng: MẦU TRẮNG
n*****a,1,Tiền nào của nấy ạ Đóng gói sơ sài Hộp đựng thì bị vỡ Giắc cắm tai nghe bị han rỉ Nghe nhạc hơi đau tai nhé ạ,2025-03-04 09:47 | Phân loại hàng: MẦU ĐEN
y*****s,1,"Mới nhận đã bị vỡ hộp đựng, chả hiểu kiểu gì. Tai phone thì ok, nghe rõ. Không biết bền không.",2024-12-02 16:25 | Phân loại hàng: MẦU TRẮNG
dinhuyenp,1,"không tăng giảm được tiếng. mua qua 1 tuần mới có thời gian mở ra mà thấy vậy rất bực mình, có gắn ở tai nghe mà giờ phải tăng giảm thủ công. có chức năng mà k dùng được lại để làm cảnh",2024-01-08 19:10 | Phân loại hàng: MẦU ĐEN
l*****8,1,"Tai nghe lỗi k nghe được, mình bấm yêu cầu trả hàng thì shop gọi bảo hủy yêu cầu shop sẽ gửi bù cái khác nhưng 1 tuần rồi chưa thấy đâu cả. Shop làm ăn k uy tín, mn nên cân nhắc khi mua.",2024-07-11 22:57 | Phân loại hàng: MẦU ĐEN
n*****4,1,Thấy lượt mua nhiều đánh giá cao nên mua ai dè mua về hỏng ko sài được nhắn tin thì ko rep. Đúng là xui 🙂,2024-10-31 05:35 | Phân loại hàng: MẦU TRẮNG
hat_dinh_duong_nha_uyenuyen,1,"Mh mua giác 3,5 mà shop giao nhầm chân type C. Shop bảo khu vực mh shop k có ship để đổi hàng. Bảo qua thu đơn và hoàn tiền. Nhưng mà mh lhe lại 2 lần shop ko thấy gì luôn",2023-03-27 04:11 | Phân loại hàng: MẦU TRẮNG
t*****5,1,"Gói hàng sơ sài , bị bễ hết hộp đựng , vỏ bọc ở trong hay ở ngoài đều dỏm , gói chỉ có mỗi tờ giấy , mã đơn cũng sơ sài , không tôn trọng người mua",2025-09-12 23:21 | Phân loại hàng: MẦU TRẮNG
t*****1,1,"Lần đầu mua tai nghe trên shoppe mà thất vọng quá. Đồ cũ lắm như đã qua sử dụng rồi. Hộp trày xước rất nhiều. Shop rút kinh nghiệm trong khâu chuẩn bị hàng, gói hàng trước khi giao nhé",2025-07-10 16:38 | Phân loại hàng: MẦU TRẮNG
,1,Dùng đc hơn 1 tuần tịt luôn 1 bên tai,2023-05-07 16:49 | Phân loại hàng: MẦU TRẮNG
c*****s,1,thất vọng. rất dè và cái nút kia kh hoạt động. k nên mua nhé mn huhu,2023-10-30 10:18 | Phân loại hàng: MẦU TRẮNG
h*****3,1,Hình ảnh và video chỉ mang tính chất nhận xu thôi ạ còn về sản phẩm thì dùng được ngày hôm sau k nghe được luôn nhắn shop thì k thấy shop phản hồi,2024-12-03 21:10 | Phân loại hàng: MẦU TRẮNG
zqxjm5_yiy,1,,2023-08-06 20:17 | Phân loại hàng: MẦU TRẮNG
demort.ahd,1,"Giao hàng nhanh nhưng gói hàng cực tệ, sản phẩm có mica dễ vỡ, shop chỉ đống gói vào tờ giấy gói hàng, ngoài ra không hề có chống sốc, mặt hộp mica bị mẻ như hình, chất lượng chưa test nhưng đóng gói giao hàng đường xa kiểu này thì thà đừng gói.",2025-07-19 13:51 | Phân loại hàng: MẦU TRẮNG
vichinh166,1,Đen ra trắng bị gấp nứt nhựa,2025-03-26 16:43 | Phân loại hàng: MẦU ĐEN
,1,Tai bên phải nghe đc 15’ thì tịt Chán quá với chất lượng sản phẩm này,2023-02-27 13:49 | Phân loại hàng: MẦU TRẮNG
thaidudepchai,1,Giao hàng thì nhanh đấy mỗi tội giao sai hàng :))),2025-05-23 11:29 | Phân loại hàng: MẦU TRẮNG
k*****1,1,"Tai nghe bị lỗi một bên ko nghe dc luôn, mic thì hỏng ko thu dc j hết. Nhắn tin hỏi shop nửa ngày trời mà shop bơ khách của mình. Làm ăn v thì dẹp shop giùm. Tốn mẹ cái voucher vào cái củ lul này. Tởm!",2023-12-06 18:55 | Phân loại hàng: MẦU ĐEN
9zpx14m8ap,1,"Mở ra hàng bị nứt vỡ, cả hai bên tai đều tắt tiếng không nghe được. Không biết tại shop gửi nhầm hàng lỗi hay tại số mình xui đây",2025-08-27 14:35 | Phân loại hàng: MẦU TRẮNG
dungvu12369,1,"Tai nghe bị hỏng 1 tai. Hàng bị lỗi, mình đã chủ động gọi điện cho shop để liên hệ trả hàng. Shop oke nhưng không làm việc, mình đã đợi hồi âm của shop rất lâu. Sản phẩm tệ, cskh tệ hết nước chấm. Khuyên thật đừng thấy chữ mail mà giống như mình.",2023-10-24 20:21 | Phân loại hàng: MẦU TRẮNG
t*****g,1,"Hộp vỡ, dây bị gấp, chất lượng kém.",2024-11-06 18:31 | Phân loại hàng: MẦU TRẮNG
l*****2,1,"Giao đồ hoàn lại cho khách, vì đóng gói kém chất lượng",2025-06-26 07:12 | Phân loại hàng: MẦU ĐEN
t*****6,1,"Tai nghe nghe được mỗi bên phải, còn bên trái tịt🙂",2024-09-17 12:53 | Phân loại hàng: MẦU TRẮNG
sevendaygiamcan,1,Rách hết vỏ ướt hết bên trong,2023-10-11 11:13 | Phân loại hàng: MẦU TRẮNG
ord_nb7c_y,1,,2024-08-29 18:14 | Phân loại hàng: MẦU TRẮNG
xebg1ol65g,1,Âm thanh với mic nhưcl nhé,2025-02-03 17:21 | Phân loại hàng: MẦU ĐEN
pupu_quan.ao.cho.be,1,"Tư vấn 1 sao, k trả lời khách hàng  Hàng giao nhanh Đóng gói cẩn thận Chất lượng phải chờ 1 thời gian sử dụng mới đánh giá được Sp mang tính chất nhận xu",2024-11-13 13:44 | Phân loại hàng: MẦU TRẮNG
b*****7,1,Em mở hộp ra thì đã bị vỡ như vậy rồi nhắn shop mà shop không giải quyết ạ,2023-08-27 08:53 | Phân loại hàng: MẦU TRẮNG
lamkhanhhhhh,1,đóng gói k cẩn thận lm vỡ vỏ hộp.,2023-06-21 17:19 | Phân loại hàng: MẦU ĐEN
hungtran.fox,1,"Tai nghe mới bóc seal nhưng sử dụng thì 1 bên tậm tịt lúc nghe được lúc không, âm thanh cũng chán nghe không có tý bass nào luôn. Thôi tai nghe có vài chục mà đặt ship 2 chiều để đổi thì cũng quá tội, chắc không có lần sau.",2023-04-20 16:32 | Phân loại hàng: MẦU TRẮNG
hongson007,1,tai nghe bị gấp sắp đứt nhắn tin cho shop nhưng kg nhận đc phản hồi,2024-08-15 14:11 | Phân loại hàng: MẦU TRẮNG
be_thao203.,1,Mình đã test thử và sản phẩm bị hư 1 bên tai ạ. Dây dễ bị đứt,2025-09-10 18:45 | Phân loại hàng: MẦU TRẮNG
pate.munie,1,"Khiếp đùa tai nghe gì mà to như ngón tay cái, nhét vào tai k nổi. Đeo đc 1 tí đã đau tai rồi. Âm thanh chán vãi, k bằng mua ở mấy shop ất ơ. Biết thế mua tai nghe 15k ở mấy shop ất ơ còn hơn",2024-11-15 10:21 | Phân loại hàng: MẦU ĐEN
uc8c387x_v,1,Hàng mới dùng được 1 thời gian ngắn mà đã bị mất tiếng lúc được lúc không,2025-06-21 22:14 | Phân loại hàng: MẦU ĐEN
6t2w7ny579,1,Vừa mua về đã vỡ,2025-10-10 18:20 | Phân loại hàng: MẦU TRẮNG
hoanglienluyen,1,Mua về ko Sài được. Ko kết nối được ko thấy tín hiệu gì luôn,2025-04-27 09:39 | Phân loại hàng: MẦU ĐEN
nhtph558,1,Mua lúc đầu thấy ok. Dùng được nửa tháng hỏng. Mua phí tiền. Ko nên mua nhé mn,2025-06-09 11:32 | Phân loại hàng: MẦU TRẮNG
t*****8,1,"Nghi vấn hàng rởm nhé! Mình dùng rất nhiều đồ của Hoco nhưng chưa từng thấy cái nào dùng mấy bữa là hỏng như mua của shop này Nhắn tin thì bơ luôn, shopee mall cơ đấy",2023-11-04 21:18 | Phân loại hàng: MẦU TRẮNG
quangbuiteo,1,Mua cái đầu tưởng ngon.mua cái thứ 2 về dùng được nửa tháng thì hỏng,2024-04-12 22:32 | Phân loại hàng: MẦU TRẮNG
mantantran,1,"Chất lượng âm thanh như tai nghe 10k, không khác gì, nút chỉnh âm chỉ chỉnh được trên điện thoại thôi còn máy tính thì cook.",2024-11-25 15:54 | Phân loại hàng: MẦU ĐEN
baekhyun_k5,1,"te, xnukfs fdgsjbgdysj",2023-11-21 14:30 | Phân loại hàng: MẦU TRẮNG
baoibachauyeubala,1,"đểu lắm mng, nghe đc 1 bên, chập chờn, đụng nhẹ 1 cái mất nghe luôn, hồi mình mua dây rẻ còn đc bền hơn",2025-08-20 13:50 | Phân loại hàng: MẦU TRẮNG
nhunggbvb0911,1,"Sản phẩm ok nhưng giải quyết vấn đề cho khách hàng cực kém. Mình đặt chân dây sạc không phù hợp vs máy mình và có nhờ shop tư vấn lại chân khác, mong muốn đc đổi trả bằng chân nhỏ hơn nhưng ntin shop không rep. Gọi điện thì báo ntin qua zalo cho shop nhưng từ qua tới nay chưa nhận đc phản hồi gì. Chăm sóc khách hàng rất kém dù có chính sách đổi trả và là shop mall uy tín",2023-06-27 11:55 | Phân loại hàng: MẦU TRẮNG
tran_mai_anh.02,1,Nhận hàng về dùng đc 2 ngày thì hư mic và ko nghe được nữa,2023-10-18 11:30 | Phân loại hàng: MẦU TRẮNG
9nul61luu_,1,Hàng đến có gọi nhưng k đợi lấy để giao hàng nv giao hàng kém đánh giá 1sao,2024-09-28 14:35 | Phân loại hàng: MẦU TRẮNG
sonnv056,1,"Cskh kém, nói chuyện hỏi đến đoạn đổi sp khác được ko thì ko rep nữa",2024-08-23 09:49 | Phân loại hàng: MẦU TRẮNG
r8guj2nek2,1,"Từ Hnoi về Thái Nguyên mà 4 ngày mới nhận được hàng, liên hệ với shop thì shop kệ cm khách không phản hồi. Sản phẩm thì nghe rè rè, chúc shop sớm dẹp cmn tiệm nhé",2024-12-16 17:44 | Phân loại hàng: MẦU ĐEN
k1ge9vazdn,1,"Mới dùng được 2-3 hôm hỏng, míc nói ko nghe gì chánnnn quán chán tệ vô vùng tận",2025-10-06 09:26 | Phân loại hàng: MẦU TRẮNG
munmun021,1,"Quá tệ , hộp dựng bị sướt , vỏ thì móp làm ăn gì kì vậy shop",2025-10-03 17:28 | Phân loại hàng: MẦU ĐEN
39apqinn1h,1,Chọn mua sạc dẹp đt IPhone gửi sạc sam sung shop lửa đảo,2024-05-01 21:26 | Phân loại hàng: MẦU TRẮNG
loithang362002,1,"Tai chỉ nghe được 1 bên, chắc là lỗi sp nào đó. Mình nt cho rep thì ko thấy phản hồi lại, có mấy chục k nên thôi ko cần hoàn hay gì cả. Cho shop 1 sao để cải thiện về CSKH hơn nhé!",2024-09-10 02:58 | Phân loại hàng: MẦU TRẮNG
phmgiahn643,1,chỉ nghe đc 1 bên và shop làm việc tệ nhắn tin không trả lời,2024-11-23 18:14 | Phân loại hàng: MẦU TRẮNG
huycuchuoi2,1,Mua về k dùng đc mà bảo trả lại cũng k cho.,2024-12-27 18:37 | Phân loại hàng: MẦU TRẮNG
j*****l,1,"mới mua mà mic rè, hàng bảo giao cái mới mà chả thấy đâu",2024-06-14 21:46 | Phân loại hàng: MẦU ĐEN
hnhch073,1,Đúng là hàng đểu mua về k nghe đc  Hàng mã 😏Bh phải vứt đi 60 nghìn mà k đc cái gì,2024-08-31 06:27 | Phân loại hàng: MẦU TRẮNG
3_5qsniq7u,1,"Chua dùng không rõ, nhưng thái độ nhân viên thì khả năng cao chất lượng đồ cũng không ổn bọc ngoài thì sơ xài thiếu cẩn thận",2023-10-17 16:25 | Phân loại hàng: MẦU TRẮNG
t*****h,1,Tai nghe iphone cắm vào tiếng rè rè. Không thể nghe được. Mình nhắn shop k rep. Ấn trả hàng không được. Nhắn lại shop thì chặn?  Thái độ rất tệ.,2024-06-28 08:46 | Phân loại hàng: MẦU ĐEN
q*****7,1,"Mình kết nối với đt k được, mặc dù đầu cắm mình là 3.5mm (phù hợp với tai nghe) và mình đã phản hồi với shop nhưng shop k rep.",2024-08-27 06:57 | Phân loại hàng: MẦU TRẮNG
bachkieuanh,1,"vừa mua dùng 1 ngày đã điếc mất 1 tai, hàng quá dởm",2025-10-03 14:55 | Phân loại hàng: MẦU TRẮNG
lindapham1311,1,Âm thanh nghe lúc được lúc mất 🤡 cùng giá đấy có thể mua được những loại tai nghe xịn hơn mà chất lượng,2024-03-12 20:33 | Phân loại hàng: MẦU TRẮNG
brogem2001,1,"Còn vài giờ nữa là sang năm mới 2024, Mình chúc Anh Chị Em năm mới nhiều sức khỏe,phát tài phát lộc và gặp nhiều may mắn cũng như thành công trên con đường trading nhé 😍 😍 😍",2024-01-07 13:16 | Phân loại hàng: MẦU ĐEN
huong_mit_92,1,Nhận hàng xong nghe thử thì có mỗi tai phải nghe dc. Tai trái tịt ngóp,2025-11-20 16:12 | Phân loại hàng: MẦU ĐEN
_wf2yjinfc,1,"vừa mua về đã hỏng mất 1 bên tiếng, thất vọng",2025-10-04 13:39 | Phân loại hàng: MẦU TRẮNG
doanbaogiahan2268,1,Tai nghe bị trầy xước cảm giác cũ và gia công. K nên mua,2023-11-07 13:43 | Phân loại hàng: MẦU ĐEN
huyenlinh3011,1,"Mình mua 2 cái, mình cái nghe được. 1 cái thì nghe bị rè. Nhắn tin mà vẫn chưa thấy shop xử lý.",2023-08-17 09:05 | Phân loại hàng: MẦU TRẮNG
bonbonbum,1,Dùng được đúng 1 ngày là 1 bên ko nghe dc nữa.Dây mỏng dễ gãy.😭,2024-12-10 10:07 | Phân loại hàng: MẦU ĐEN
cuongvu1810,1,Tai nghe đau tai lắm  Đầu tai nghe to Vì bóc hộp bị rách nên k hoàn hàng dc,2025-02-12 22:40 | Phân loại hàng: MẦU ĐEN
tr_nguyen0604,1,Tai nghe không nghe được. Nhắn tin 2 ngày shop không trả lời!,2024-10-16 00:01 | Phân loại hàng: MẦU ĐEN
tran_phuc_thinh_voi_map,1,Mới mua về chưa sài được bao lâu thì tự dưng tịt 1 bên🥰,2024-02-24 22:40 | Phân loại hàng: MẦU ĐEN
pdr2ixax_g,1,Dùng 1 lần đã hỏng nhắn tin shop không phản hồii,2024-11-12 08:09 | Phân loại hàng: MẦU ĐEN
v*****1,1,"Shop làm ăn tệ, đã huỷ hàng sau khi đặt đc 30p mà k check yêu cầu huỷ hàng mà tới trưa hôm sau vẫn cố chấp gửi hàng, rồi tới rạng sáng hôm sau báo từ chối yêu cầu huỷ hàng :))) nhắn tin k trả lời",2024-03-04 19:03 | Phân loại hàng: MẦU TRẮNG
