user,stars,comment,info
sangaahh,2,"Tai nghe bị hỏng , đã thử nhiều máy nhưng đều không có âm thanh",2024-12-29 18:39 | Phân loại hàng: MẦU ĐEN
atuanbd,2,"Dùng dc mấy hôm thì âm thanh ko còn ra gì, sp kém quá",2025-10-10 13:16 | Phân loại hàng: MẦU TRẮNG
q.duc999,2,Vừa mua đã rớt màng bảo vệ loa. Linh kiện bên trong không xịn,2023-12-13 15:32 | Phân loại hàng: MẦU TRẮNG
adubg1501,2,"Quá thất vọng,thấy đánh giá và review tưởng ok lắm mới mua, mua rồi thật phí tiền, bas ko đã, ches ko có, đúng là tiền nào của nấy nhưng sao review thì hay quá mình mới mua",2024-08-19 22:24 | Phân loại hàng: MẦU ĐEN
minhthuy04.08,2,"Mới nghe thì nghe được, nhưng dây ẻo cảm giác đứt đến nơi ý",2024-01-02 10:28 | Phân loại hàng: MẦU ĐEN
zngp6ho573,2,"Ko hài lòng khi sử dụng,. Nhét đầu ghim vào ko giữ đuoc , ko nghe được",2024-12-05 09:34 | Phân loại hàng: MẦU ĐEN
vtxetng,2,Dây tai nghe dễ đứt do nó dễ bị xoắn lại với lại khi nghe thì 1 bên to 1 bên lại nhỏ Gần 60k quá đắt cho 1 cái tai nghe có dây với chất lượng như vậy,2025-08-15 01:16 | Phân loại hàng: MẦU TRẮNG
c*****7,2,"Nút tăng giảm âm lượng ở tai nghe ko dùng đc, chỉ có tượng trưng thôi mn ạ, nhận hàng hí hửng cứ tưởng oke nhưng mà...",2025-06-28 20:02 | Phân loại hàng: MẦU TRẮNG
viet_mai,2,"Tai nghe 1 bên nghe, 1 bên ko nghe dc gi",2025-06-15 23:15 | Phân loại hàng: MẦU TRẮNG
freedy.official,2,tai to quá mình k vừa nhắn shop hỗ trợ k rep,2024-02-27 08:26 | Phân loại hàng: MẦU TRẮNG
oanhnita,2,Nghe được nhưng gọi điện thoại nói chuyện k được,2025-06-12 11:30 | Phân loại hàng: MẦU ĐEN
doxuanphuong206,2,"Nghe rõ được đúng bên tai trái, tai phải nghe nhi nhí, vỏ bọc tai nghe thì nứt vỡ, âm thanh rè rè khuyên mn ko nên mua shop này",2025-10-08 11:50 | Phân loại hàng: MẦU ĐEN
trinhbui1998,2,Đặt màu trắng giao màu đen ????,2023-04-15 09:14 | Phân loại hàng: MẦU TRẮNG
5xsi5677p7,2,"mình mua để học, nhưng nói chuyện thì mic nhỏ, k ổn định, hay bị rè, bên kia k nghe được",2023-12-01 10:51 | Phân loại hàng: MẦU TRẮNG
v_3lmcoqof,2,Sẽ không mua lại phí tiền,2023-10-06 10:51 | Phân loại hàng: MẦU TRẮNG
lamnhunguyet2602,2,"Nghe nhạc xem phim khá oke nhưng chất lượng thu âm mic tệ, thu tiếng rất nhỏ ( đánh giá thật không cần xu )",2024-01-25 10:48 | Phân loại hàng: MẦU ĐEN
nahm2410,2,Tai nghe khá to so với lỗ tai và âm thanh cũng không dc chuẩn,2024-06-01 14:56 | Phân loại hàng: MẦU TRẮNG
g*****t,2,Tai nghe bình thường mà giá cũng chát nghe ko hay một bên to bên bé,2024-07-01 00:31 | Phân loại hàng: MẦU TRẮNG
n*****4,2,,2023-06-05 22:32 | Phân loại hàng: MẦU TRẮNG
vuongquyen05,2,đóng gói sơ sài kh có chống sốc hay gì hết,2023-11-29 12:22 | Phân loại hàng: MẦU TRẮNG
t*****6,2,"Tai nghe ko tốt như các đánh giá khác, seeding nhiều, tiền nào của đó thôi, tai lúc ù lúc ko, lúc nghe đc lúc ko, phải điều chỉnh dây cắm hoài",2024-11-17 12:43 | Phân loại hàng: MẦU TRẮNG
l28bt9qs8w,2,"Hơi thất vọng về sản phẩm vì ship về bị vỡ hộp, mẫu tai nghe này đeo hơi đau tai vì nó to ý",2025-07-13 21:17 | Phân loại hàng: MẦU TRẮNG
duclee191000,2,Âm thanh nghe hơi chán . Không đúng với kỳ vọng cho lắm,2024-11-04 14:33 | Phân loại hàng: MẦU TRẮNG
t_7ym5nqrj,2,Mẩu nhựa cố định đầu dây ko giữ dc dây.,2025-05-28 20:40 | Phân loại hàng: MẦU TRẮNG
1l595dfr3t,2,Dùng được mấy hôm tai 1 bên đã hư ko nghe đc gì,2025-07-26 12:09 | Phân loại hàng: MẦU TRẮNG
f2w_p2_hrr,2,Vừa mua đã bị hỏng nút cho to nhỏ của tai nghe,2024-08-14 18:24 | Phân loại hàng: MẦU ĐEN
oanh103145,2,Tai nghe to lắm đeo đau tai kinh đi đc ạ,2023-04-18 09:42 | Phân loại hàng: MẦU TRẮNG
pqwttqtyqpr,2,Nghe được có 1 bên,2024-11-17 12:46 | Phân loại hàng: MẦU ĐEN
duong_phuong747602,2,Vừa mua về đã hỏng mất 1 tai,2023-12-11 13:21 | Phân loại hàng: MẦU TRẮNG
